indicator,indicator_type,ip_version,prefix,asn,organization,country,malicious,confidence,category,source,first_seen,last_seen,malware
103.229.124.0/23,MaliciousASNIPv4Prefix,4,103.229.124.0/23,24544,Law's Cloud Infrastructure Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.229.126.0/23,MaliciousASNIPv4Prefix,4,103.229.126.0/23,24544,Law's Cloud Infrastructure Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.229.60.0/22,MaliciousASNIPv4Prefix,4,103.229.60.0/22,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.229.60.0/23,MaliciousASNIPv4Prefix,4,103.229.60.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.229.62.0/23,MaliciousASNIPv4Prefix,4,103.229.62.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.23.131.0/24,MaliciousASNIPv4Prefix,4,103.23.131.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.23.220.0/24,MaliciousASNIPv4Prefix,4,103.23.220.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.23.223.0/24,MaliciousASNIPv4Prefix,4,103.23.223.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.230.240.0/22,MaliciousASNIPv4Prefix,4,103.230.240.0/22,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.230.240.0/24,MaliciousASNIPv4Prefix,4,103.230.240.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.230.243.0/24,MaliciousASNIPv4Prefix,4,103.230.243.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.231.12.0/22,MaliciousASNIPv4Prefix,4,103.231.12.0/22,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.231.12.0/23,MaliciousASNIPv4Prefix,4,103.231.12.0/23,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.231.14.0/23,MaliciousASNIPv4Prefix,4,103.231.14.0/23,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.231.15.0/24,MaliciousASNIPv4Prefix,4,103.231.15.0/24,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.231.28.0/24,MaliciousASNIPv4Prefix,4,103.231.28.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.231.29.0/24,MaliciousASNIPv4Prefix,4,103.231.29.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.231.30.0/24,MaliciousASNIPv4Prefix,4,103.231.30.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.231.75.0/24,MaliciousASNIPv4Prefix,4,103.231.75.0/24,209847,WorkTitans B.V.,NL,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.233.252.0/22,MaliciousASNIPv4Prefix,4,103.233.252.0/22,401696,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.233.252.0/23,MaliciousASNIPv4Prefix,4,103.233.252.0/23,401696,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.233.254.0/23,MaliciousASNIPv4Prefix,4,103.233.254.0/23,401696,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.233.255.0/24,MaliciousASNIPv4Prefix,4,103.233.255.0/24,401701,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.236.224.0/24,MaliciousASNIPv4Prefix,4,103.236.224.0/24,134176,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.236.225.0/24,MaliciousASNIPv4Prefix,4,103.236.225.0/24,134176,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.236.252.0/22,MaliciousASNIPv4Prefix,4,103.236.252.0/22,58854,Kaopu Cloud,CN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.237.92.0/23,MaliciousASNIPv4Prefix,4,103.237.92.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.237.92.0/24,MaliciousASNIPv4Prefix,4,103.237.92.0/24,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.237.93.0/24,MaliciousASNIPv4Prefix,4,103.237.93.0/24,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.238.224.0/22,MaliciousASNIPv4Prefix,4,103.238.224.0/22,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.239.0.0/22,MaliciousASNIPv4Prefix,4,103.239.0.0/22,48589,Tiger Network Limited,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.24.0.0/22,MaliciousASNIPv4Prefix,4,103.24.0.0/22,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.24.0.0/23,MaliciousASNIPv4Prefix,4,103.24.0.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.24.160.0/24,MaliciousASNIPv4Prefix,4,103.24.160.0/24,142622,Dream Information Laboratory,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.24.161.0/24,MaliciousASNIPv4Prefix,4,103.24.161.0/24,142622,Dream Information Laboratory,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.24.162.0/24,MaliciousASNIPv4Prefix,4,103.24.162.0/24,142622,Dream Information Laboratory,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.24.2.0/23,MaliciousASNIPv4Prefix,4,103.24.2.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.24.204.0/22,MaliciousASNIPv4Prefix,4,103.24.204.0/22,138968,rainbow network limited,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.24.206.0/24,MaliciousASNIPv4Prefix,4,103.24.206.0/24,134196,"ANYUN INTERNET TECHNOLOGY (HK) CO.,LIMITED",HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.241.73.0/24,MaliciousASNIPv4Prefix,4,103.241.73.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.241.74.0/24,MaliciousASNIPv4Prefix,4,103.241.74.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.242.12.0/22,MaliciousASNIPv4Prefix,4,103.242.12.0/22,401696,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.242.12.0/23,MaliciousASNIPv4Prefix,4,103.242.12.0/23,401696,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.242.132.0/22,MaliciousASNIPv4Prefix,4,103.242.132.0/22,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.242.132.0/23,MaliciousASNIPv4Prefix,4,103.242.132.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.242.134.0/23,MaliciousASNIPv4Prefix,4,103.242.134.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.242.14.0/23,MaliciousASNIPv4Prefix,4,103.242.14.0/23,401696,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.242.14.0/24,MaliciousASNIPv4Prefix,4,103.242.14.0/24,401701,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.242.2.0/23,MaliciousASNIPv4Prefix,4,103.242.2.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.242.2.0/24,MaliciousASNIPv4Prefix,4,103.242.2.0/24,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.242.3.0/24,MaliciousASNIPv4Prefix,4,103.242.3.0/24,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.243.117.0/24,MaliciousASNIPv4Prefix,4,103.243.117.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.243.24.0/22,MaliciousASNIPv4Prefix,4,103.243.24.0/22,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.243.24.0/23,MaliciousASNIPv4Prefix,4,103.243.24.0/23,24544,Law's Cloud Infrastructure Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.243.26.0/23,MaliciousASNIPv4Prefix,4,103.243.26.0/23,24544,Law's Cloud Infrastructure Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.244.209.0/24,MaliciousASNIPv4Prefix,4,103.244.209.0/24,142622,Dream Information Laboratory,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.244.210.0/24,MaliciousASNIPv4Prefix,4,103.244.210.0/24,142622,Dream Information Laboratory,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.244.220.0/24,MaliciousASNIPv4Prefix,4,103.244.220.0/24,142622,Dream Information Laboratory,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.244.223.0/24,MaliciousASNIPv4Prefix,4,103.244.223.0/24,142622,Dream Information Laboratory,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.245.24.0/23,MaliciousASNIPv4Prefix,4,103.245.24.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.246.178.0/23,MaliciousASNIPv4Prefix,4,103.246.178.0/23,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.246.244.0/22,MaliciousASNIPv4Prefix,4,103.246.244.0/22,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.246.244.0/23,MaliciousASNIPv4Prefix,4,103.246.244.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.246.244.0/24,MaliciousASNIPv4Prefix,4,103.246.244.0/24,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.246.246.0/23,MaliciousASNIPv4Prefix,4,103.246.246.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.246.247.0/24,MaliciousASNIPv4Prefix,4,103.246.247.0/24,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.246.254.0/24,MaliciousASNIPv4Prefix,4,103.246.254.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.248.150.0/24,MaliciousASNIPv4Prefix,4,103.248.150.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.248.151.0/24,MaliciousASNIPv4Prefix,4,103.248.151.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.249.72.0/22,MaliciousASNIPv4Prefix,4,103.249.72.0/22,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.254.108.0/22,MaliciousASNIPv4Prefix,4,103.254.108.0/22,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.254.108.0/24,MaliciousASNIPv4Prefix,4,103.254.108.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.254.109.0/24,MaliciousASNIPv4Prefix,4,103.254.109.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.254.110.0/24,MaliciousASNIPv4Prefix,4,103.254.110.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.254.111.0/24,MaliciousASNIPv4Prefix,4,103.254.111.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.27.157.0/24,MaliciousASNIPv4Prefix,4,103.27.157.0/24,213702,QWINS LTD,GB,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.27.158.0/24,MaliciousASNIPv4Prefix,4,103.27.158.0/24,216475,NKtelecom INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.27.244.0/24,MaliciousASNIPv4Prefix,4,103.27.244.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.27.245.0/24,MaliciousASNIPv4Prefix,4,103.27.245.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.27.4.0/22,MaliciousASNIPv4Prefix,4,103.27.4.0/22,58854,Kaopu Cloud,CN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.27.4.0/24,MaliciousASNIPv4Prefix,4,103.27.4.0/24,58854,Kaopu Cloud,CN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.27.5.0/24,MaliciousASNIPv4Prefix,4,103.27.5.0/24,58854,Kaopu Cloud,CN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.27.6.0/24,MaliciousASNIPv4Prefix,4,103.27.6.0/24,58854,Kaopu Cloud,CN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.27.68.0/22,MaliciousASNIPv4Prefix,4,103.27.68.0/22,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.27.7.0/24,MaliciousASNIPv4Prefix,4,103.27.7.0/24,58854,Kaopu Cloud,CN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.28.168.0/24,MaliciousASNIPv4Prefix,4,103.28.168.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.28.169.0/24,MaliciousASNIPv4Prefix,4,103.28.169.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.28.170.0/24,MaliciousASNIPv4Prefix,4,103.28.170.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.3.16.0/24,MaliciousASNIPv4Prefix,4,103.3.16.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.3.17.0/24,MaliciousASNIPv4Prefix,4,103.3.17.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.3.19.0/24,MaliciousASNIPv4Prefix,4,103.3.19.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.3.212.0/24,MaliciousASNIPv4Prefix,4,103.3.212.0/24,38149,PT Bakrie Telecom Tbk,ID,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.3.213.0/24,MaliciousASNIPv4Prefix,4,103.3.213.0/24,38149,PT Bakrie Telecom Tbk,ID,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.30.40.0/22,MaliciousASNIPv4Prefix,4,103.30.40.0/22,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.30.40.0/23,MaliciousASNIPv4Prefix,4,103.30.40.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.30.42.0/23,MaliciousASNIPv4Prefix,4,103.30.42.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.30.43.0/24,MaliciousASNIPv4Prefix,4,103.30.43.0/24,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.30.52.0/22,MaliciousASNIPv4Prefix,4,103.30.52.0/22,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.37.116.0/24,MaliciousASNIPv4Prefix,4,103.37.116.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.37.117.0/24,MaliciousASNIPv4Prefix,4,103.37.117.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.37.118.0/24,MaliciousASNIPv4Prefix,4,103.37.118.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.37.119.0/24,MaliciousASNIPv4Prefix,4,103.37.119.0/24,5065,Bunny Communications,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.38.254.0/24,MaliciousASNIPv4Prefix,4,103.38.254.0/24,134176,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.38.80.0/22,MaliciousASNIPv4Prefix,4,103.38.80.0/22,401696,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.38.80.0/23,MaliciousASNIPv4Prefix,4,103.38.80.0/23,401696,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.38.80.0/24,MaliciousASNIPv4Prefix,4,103.38.80.0/24,401701,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.38.82.0/23,MaliciousASNIPv4Prefix,4,103.38.82.0/23,401696,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.39.108.0/22,MaliciousASNIPv4Prefix,4,103.39.108.0/22,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.39.108.0/23,MaliciousASNIPv4Prefix,4,103.39.108.0/23,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.39.108.0/24,MaliciousASNIPv4Prefix,4,103.39.108.0/24,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.39.110.0/23,MaliciousASNIPv4Prefix,4,103.39.110.0/23,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.40.10.0/23,MaliciousASNIPv4Prefix,4,103.40.10.0/23,54801,Zillion Network Inc.,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.40.8.0/23,MaliciousASNIPv4Prefix,4,103.40.8.0/23,54801,Zillion Network Inc.,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.41.64.0/22,MaliciousASNIPv4Prefix,4,103.41.64.0/22,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.41.65.0/24,MaliciousASNIPv4Prefix,4,103.41.65.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.41.66.0/24,MaliciousASNIPv4Prefix,4,103.41.66.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.41.67.0/24,MaliciousASNIPv4Prefix,4,103.41.67.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.42.100.0/24,MaliciousASNIPv4Prefix,4,103.42.100.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.42.101.0/24,MaliciousASNIPv4Prefix,4,103.42.101.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.42.102.0/24,MaliciousASNIPv4Prefix,4,103.42.102.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.42.103.0/24,MaliciousASNIPv4Prefix,4,103.42.103.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.42.6.0/24,MaliciousASNIPv4Prefix,4,103.42.6.0/24,140869,Turing Group Limited,NZ,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.42.7.0/24,MaliciousASNIPv4Prefix,4,103.42.7.0/24,140869,Turing Group Limited,NZ,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.43.10.0/23,MaliciousASNIPv4Prefix,4,103.43.10.0/23,401701,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.43.50.0/24,MaliciousASNIPv4Prefix,4,103.43.50.0/24,138915,Kaopu Cloud HK Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.43.51.0/24,MaliciousASNIPv4Prefix,4,103.43.51.0/24,138915,Kaopu Cloud HK Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.43.8.0/22,MaliciousASNIPv4Prefix,4,103.43.8.0/22,401701,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.43.8.0/23,MaliciousASNIPv4Prefix,4,103.43.8.0/23,401701,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.43.87.0/24,MaliciousASNIPv4Prefix,4,103.43.87.0/24,142002,Scloud Pte Ltd,SG,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.44.128.0/22,MaliciousASNIPv4Prefix,4,103.44.128.0/22,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.45.64.0/24,MaliciousASNIPv4Prefix,4,103.45.64.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.45.65.0/24,MaliciousASNIPv4Prefix,4,103.45.65.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.45.66.0/24,MaliciousASNIPv4Prefix,4,103.45.66.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.45.67.0/24,MaliciousASNIPv4Prefix,4,103.45.67.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.45.68.0/24,MaliciousASNIPv4Prefix,4,103.45.68.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.45.69.0/24,MaliciousASNIPv4Prefix,4,103.45.69.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.45.70.0/24,MaliciousASNIPv4Prefix,4,103.45.70.0/24,152194,CTG Server Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.47.216.0/22,MaliciousASNIPv4Prefix,4,103.47.216.0/22,133692,Fastnet Communication Pvt. Ltd.,IN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.47.216.0/24,MaliciousASNIPv4Prefix,4,103.47.216.0/24,133692,Fastnet Communication Pvt. Ltd.,IN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.47.217.0/24,MaliciousASNIPv4Prefix,4,103.47.217.0/24,133692,Fastnet Communication Pvt. Ltd.,IN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.47.218.0/24,MaliciousASNIPv4Prefix,4,103.47.218.0/24,133692,Fastnet Communication Pvt. Ltd.,IN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.47.219.0/24,MaliciousASNIPv4Prefix,4,103.47.219.0/24,133692,Fastnet Communication Pvt. Ltd.,IN,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.5.248.0/24,MaliciousASNIPv4Prefix,4,103.5.248.0/24,142622,Dream Information Laboratory,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.5.249.0/24,MaliciousASNIPv4Prefix,4,103.5.249.0/24,132827,GATEWAY INC,JP,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.51.144.0/22,MaliciousASNIPv4Prefix,4,103.51.144.0/22,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.51.144.0/23,MaliciousASNIPv4Prefix,4,103.51.144.0/23,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.51.146.0/23,MaliciousASNIPv4Prefix,4,103.51.146.0/23,133731,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.51.146.0/24,MaliciousASNIPv4Prefix,4,103.51.146.0/24,134176,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.52.152.0/22,MaliciousASNIPv4Prefix,4,103.52.152.0/22,401701,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.52.152.0/23,MaliciousASNIPv4Prefix,4,103.52.152.0/23,401701,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.52.154.0/23,MaliciousASNIPv4Prefix,4,103.52.154.0/23,401701,cognetcloud INC,US,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.56.112.0/22,MaliciousASNIPv4Prefix,4,103.56.112.0/22,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
103.56.112.0/23,MaliciousASNIPv4Prefix,4,103.56.112.0/23,55933,Cloudie Limited,HK,true,high,malicious ASN associated prefix,Spamhaus ASN-DROP + BGP,,,
